name,source,lat,lon,tract_geoid,county_fips
CITIGROUP TECHNOLOGY INC,osm,33.006382,-97.24529,48121020312,48121
Texas Cryptologic Center,osm,29.447379,-98.640716,48029171926,48029
CyrusOne San Antonio III,osm,29.470057,-98.672106,48029171928,48029
CoreSite Secaucus Campus,osm,40.784284,-74.065243,34017019900,34017
Oregon State Data Center,osm,44.926566,-123.001847,41047001000,41047
Meta Henrico Data Center,osm,37.483913,-77.23733,51087201404,51087
Blockfusion Niagra Falls,osm,43.083492,-79.00294,36063022000,36063
Blockfusion Niagra Falls,osm,43.083031,-79.003982,36063022000,36063
Meta Henrico Data Center,osm,37.481953,-77.233711,51087201404,51087
Flexential Tampa - North,osm,28.07387,-82.368362,12057011017,12057
Meta Henrico Data Center,osm,37.477856,-77.226482,51087201404,51087
Blockfusion Niagra Falls,osm,43.082029,-79.003417,36063022000,36063
Blockfusion Niagra Falls,osm,43.082178,-79.003509,36063022000,36063
xAI Macrohard Colossus 2,osm,34.997983,-90.034867,47157022700,47157
Centro de datos KIO MTY1,osm,25.649224,-100.358559,,
Centro de datos KIO HER1,osm,29.085522,-110.96072,,
Open Computing Facility,osm,37.869852,-122.259823,06001982100,06001
AiNET One Market Center,osm,39.291758,-76.620374,24510040100,24510
Flexential Jacksonville,osm,30.245748,-81.581723,12031015926,12031
Flexential Tampa - West,osm,28.037299,-82.539978,12057011611,12057
Equinix Santa Clara SV2,osm,37.37847,-121.954984,06085505202,06085
Equinix NY7 Data Center,osm,40.796863,-74.03114,34017014600,34017
H5 Data Centers Ashburn,osm,39.013678,-77.451719,51107611006,51107
Equinix SE3 Data Center,osm,47.614423,-122.339743,53033007202,53033
CyrusOne San Antonio II,osm,29.470888,-98.673047,48029171928,48029
TierPoint Baltimore BWI,osm,39.213455,-76.682834,24003751200,24003
Epic / Mayo Data Center,osm,44.070796,-92.522132,27109001403,27109
Rackspace Somerset NYC1,osm,40.544527,-74.537788,34035053501,34035
DataBank Las Vegas LAS1,osm,36.059754,-115.147172,32003002847,32003
COPT Data Center Bldg 2,osm,38.744055,-77.529196,51153901409,51153
CyrusOne San Antonio IV,osm,29.47076,-98.670723,48029171928,48029
Verizon North Las Vegas,osm,36.221894,-115.147047,32003003642,32003
Vantage Santa Clara CA2,osm,37.364001,-121.94689,06085505202,06085
True North Data Centers,osm,39.043613,-77.537262,51107611028,51107
Microsoft Data Center 2,osm,38.799972,-77.583348,51153901504,51153
IONIC Digital Cedarvale,osm,31.513444,-103.448548,48475950100,48475
EdgeCore Silicon Valley,osm,37.383719,-121.965404,06085505010,06085
Microsoft Data Center 1,osm,38.80237,-77.582306,51153901504,51153
Pathway Communications,osm,43.857356,-79.356543,,
FirstLight Data Center,osm,43.657839,-70.261379,23005000300,23005
Crown Castle Baltimore,osm,39.287702,-76.606489,24510040100,24510
Netrality Data Centers,osm,39.100907,-94.581145,29095015702,29095
Expedient Owings Mills,osm,39.427318,-76.81155,24005404101,24005
EdgeConneX Data Center,osm,33.395586,-111.970076,04013319709,04013
Parsec Data Management,osm,45.743079,-108.603014,30111001704,30111
Netrality Data Centers,osm,38.629262,-90.197175,29510125600,29510
LexisNexus Springfield,osm,39.912797,-83.723664,39023002200,39023
RBC Guelph Data Centre,osm,43.496874,-80.208703,,
John F. Simms Building,osm,35.672458,-105.956592,35049001002,35049
Data Foundry - Texas 1,osm,30.198907,-97.713784,48453002448,48453
Time Warner Datacenter,osm,39.598961,-104.860378,08005006861,08005
Time Warner Datacenter,osm,39.599933,-104.86017,08005006861,08005
Tierpoint Dallas-Allen,osm,33.13791,-96.657329,48085031418,48085
CyrusOne San Antonio I,osm,29.46661,-98.688087,48029171912,48029
Data Foundry - Texas 2,osm,30.199574,-97.71307,48453002448,48453
State Farm Data Center,osm,38.940134,-94.867682,20091052804,20091
Myndshift Technologies,osm,33.475421,-111.719165,04013420206,04013
Middletown Data Center,osm,39.017678,-78.290942,51069050700,51069
Meta Sarpy Data center,osm,41.123529,-96.1442,31153010701,31153
Meta Sarpy Data center,osm,41.120551,-96.144532,31153010701,31153
Centro de datos Triara,osm,25.784208,-100.179576,,
Edgeconnex Data Center,osm,38.592299,-121.27744,06067009010,06067
Rackspace Belmont NYC2,osm,40.540843,-74.537492,34035053501,34035
Microsoft TRP3 (SAT46),osm,29.412977,-98.806374,48325000103,48325
TierPoint Valley Forge,osm,40.121881,-75.420878,42091206006,42091
Lightedge Des Moines 2,osm,41.666814,-93.455943,19153010703,19153
Amazon AWS Data Center,osm,41.69023,-86.468689,18141010800,18141
Carrier Services Group,osm,41.041059,-80.633078,39099811302,39099
Lightedge Des Moines 1,osm,41.667663,-93.455484,19153010703,19153
Meta Sarpy Data center,osm,41.123574,-96.132888,31153010702,31153
Meta Sarpy Data center,osm,41.11435,-96.142805,31153010701,31153
Meta Sarpy Data center,osm,41.112249,-96.141625,31153010701,31153
Amazon AWS Data Center,osm,41.667764,-86.473056,18141010800,18141
Ark Duluth Data Center,osm,46.827468,-92.130482,27137000400,27137
CyrusOne SAT10 & SAT11,osm,29.418221,-98.787837,48029172002,48029
Newrays Two LLC Mining,osm,36.327032,-88.320073,47079969300,47079
Dakota Carrier Network,osm,46.815102,-96.844314,38017040504,38017
Accelera Data Systems,osm,33.664746,-112.111714,04013616500,04013
Flexential Cincinnati,osm,39.315931,-84.449464,39017011123,39017
Colosseum Online Inc.,osm,43.779373,-79.489782,,
OVH US East Vint Hill,osm,38.74742,-77.674465,51061930401,51061
Flexential - Richmond,osm,37.64689,-77.438695,51087200904,51087
Databank Ashburn IAD1,osm,39.015488,-77.482156,51107611019,51107
Microsoft San Antonio,osm,29.479881,-98.692534,48029171912,48029
TierPoint Little Rock,osm,34.75624,-92.444723,05119004218,05119
Stream San Antonio II,osm,29.472003,-98.67172,48029171928,48029
AngelTrax Data Center,osm,31.231899,-85.455834,01069040205,01069
US Signal - OR01 Bend,osm,44.086105,-121.283041,41017001101,41017
Microsoft Data Center,osm,38.949518,-77.559445,51107611810,51107
Family History Center,osm,42.317274,-111.304246,16007950100,16007
EdgeConneX - Portland,osm,45.556621,-122.912213,41067032612,41067
Digital Loudoun Plaza,osm,39.004843,-77.485127,51107611020,51107
Digital Loudoun Plaza,osm,39.001629,-77.482362,51107611020,51107
QTS Ashburn Lockridge,osm,38.995307,-77.455264,51107611020,51107
QTS Ashburn Lockridge,osm,38.995181,-77.456819,51107611020,51107
DataBank Ashburn IAD3,osm,39.017904,-77.481819,51107611019,51107
Bloomberg Data Center,osm,41.036194,-73.987626,36087012800,36087
"Google Lockbourne, OH",osm,39.848452,-82.996393,39049009590,39049
8100 Boone Boulevard,osm,38.913724,-77.225882,51059460501,51059
STACK Infrastructure,osm,37.402745,-121.891051,06085504322,06085
Digital Realty ORD10,osm,41.853351,-87.618307,17031330101,17031
K-Motion Interactive,osm,33.634484,-111.884346,04013216860,04013
J-Curve Technologies,osm,33.413186,-111.971154,04013319710,04013
NTT VA11 Data Center,osm,38.799973,-77.609964,51153901507,51153
EdgeConneX San Diego,osm,32.842355,-117.169423,06073008511,06073
Strategic Datasphere,osm,34.094813,-84.235724,13121011652,13121
Digital Realty ORD11,osm,41.874304,-87.62994,17031839000,17031
Cherokee Data Center,osm,36.26255,-95.910041,40143005808,40143
Silicon Valley SJC31,osm,37.372221,-121.948262,06085505202,06085
Data Storage Centers,osm,33.421693,-112.034303,04013117200,04013
DataBank McLean IAD2,osm,38.919905,-77.213585,51059471201,51059
Equinix Ashburn DC11,osm,39.014891,-77.458799,51107611006,51107
Cyxtera Toronto YYZ1,osm,43.594507,-79.753128,,
Element Critical VA1,osm,38.908367,-77.219744,51059460503,51059
Element Critical CH2,osm,41.974227,-87.967176,17043840101,17043
Element Critical CH1,osm,41.975732,-87.964691,17043840101,17043
Equinix Ashburn DC10,osm,39.021005,-77.451489,51107611006,51107
Equinix San Jose SV3,osm,37.388274,-121.888446,06085504322,06085
Intergate Columbia B,osm,47.407164,-120.187524,53017950300,53017
Intergate Columbia A,osm,47.40862,-120.189398,53017950300,53017
Digital Realty DFW36,osm,32.82755,-96.87375,48113010003,48113
Live Oak Data Center,osm,32.783749,-96.794636,48113002100,48113
TJX Corporate Techno,osm,40.103889,-82.810615,39049007213,39049
Stack Infrastructure,osm,37.40256,-121.893391,06085504322,06085
Stack Infrastructure,osm,37.402209,-121.892387,06085504322,06085
Equinix Ashburn DC12,osm,39.023015,-77.449787,51107611018,51107
Mapletree Industrial,osm,34.096708,-84.237479,13121011652,13121
Digital Realty ACC10,osm,39.012656,-77.465604,51107611020,51107
Equinix Secaucus NY6,osm,40.777549,-74.072688,34017019900,34017
Equinix Ashburn DC21,osm,39.011806,-77.45451,51107611006,51107
42310 THUNDERBALL DR,osm,39.044103,-77.539711,51107611028,51107
SU Green Data Center,osm,43.012076,-76.115925,36067016100,36067
Cyxtera Toronto YYZ2,osm,43.838268,-79.316742,,
CyrusOne Sterling IX,osm,38.958326,-77.505728,51107611901,51107
Pewaukee Data Center,osm,43.051373,-88.216698,55133203307,55133
Digital Realty IAD42,osm,39.005689,-77.449464,51107611020,51107
Intergate Columbia D,osm,47.407585,-120.191579,53017950300,53017
Equinix Ashburn DC16,osm,39.024257,-77.452327,51107611018,51107
Gallatin Data Center,osm,36.408496,-86.37162,47165020602,47165
Cortex supercomputer,osm,30.215605,-97.618939,48453002216,48453
Involta Independence,osm,41.361071,-81.632781,39035156102,39035
Digital Realty IAD55,osm,38.992193,-77.433922,51107611020,51107
42311 THUNDERBALL DR,osm,39.04252,-77.53829,51107611028,51107
42255 THUNDERBALL DR,osm,39.041653,-77.539212,51107611028,51107
42254 THUNDERBALL DR,osm,39.043496,-77.54084,51107611028,51107
Aligned Data Centers,osm,33.006007,-96.657092,48085032016,48085
OVHcloud - Hillsboro,osm,45.534059,-122.955898,41067032608,41067
CyberNAP Glen Burnie,osm,39.14023,-76.60643,24003730404,24003
Vantage Data Centers,osm,46.795144,-71.305209,,
Southwest Cyberport,osm,35.103293,-106.589349,35001000401,35001
The Chatfield Group,osm,33.380601,-111.752889,04013422514,04013
Alliance Technology,osm,33.379986,-111.728405,04013422636,04013
Compass Datacenters,osm,45.423592,-73.913817,,
TierPoint Milwaukee,osm,43.009378,-87.961062,55079110100,55079
Expedient Tidepoint,osm,39.274655,-76.591671,24510240100,24510
USPO Terminal Annex,osm,34.058104,-118.235394,06037206020,06037
Layer42 Santa Clara,osm,37.378037,-121.954128,06085505202,06085
Centersquare IAD1-B,osm,39.023868,-77.415209,51107611502,51107
Centersquare IAD1-A,osm,39.023298,-77.413212,51107611502,51107
Centersquare IAD1-C,osm,39.024754,-77.412204,51107611501,51107
Urbacon Data Centre,osm,43.740701,-79.620904,,
Equinix Markham TR5,osm,43.846849,-79.333177,,
CoreSite Reston VA3,osm,38.948334,-77.37243,51059481202,51059
Barclays Datacenter,osm,40.547244,-74.459737,34023000603,34023
Markley Data Center,osm,42.630283,-71.304562,25017312100,25017
Dell 350 Holger Way,osm,37.418381,-121.943117,06085505015,06085
Equinix Ashburn DC2,osm,39.016389,-77.459069,51107611006,51107
Centersquare IAD2-A,osm,38.98442,-77.42381,51107611702,51107
Digital Realty ACC4,osm,39.017859,-77.462471,51107611006,51107
Equinix Ashburn DC1,osm,39.015558,-77.460328,51107611006,51107
Equinix Ashburn DC5,osm,39.015965,-77.461223,51107611006,51107
Equinix Ashburn DC3,osm,39.022015,-77.460235,51107611006,51107
Digital Realty ACC3,osm,39.01988,-77.459803,51107611006,51107
Digital Realty ACC5,osm,39.020158,-77.463103,51107611006,51107
Digital Realty ACC6,osm,39.021026,-77.463551,51107611006,51107
Centersquare IAD4-B,osm,39.022168,-77.453595,51107611006,51107
Lumen San Antonio 2,osm,29.438279,-98.506522,48029110600,48029
Equinix Chicago CH3,osm,42.001221,-87.9552,17031770500,17031
LightEdge Austin II,osm,30.200677,-97.707046,48453002448,48453
NAP of the Americas,osm,25.782389,-80.19308,12086003710,12086
Amazon Web Services,osm,39.028807,-77.458838,51107611018,51107
Amazon Web Services,osm,45.915836,-119.266323,41059950800,41059
Amazon Web Services,osm,45.915836,-119.266527,41059950800,41059
Amazon Web Services,osm,45.915832,-119.267512,41059950800,41059
Amazon Web Services,osm,45.841003,-119.652769,41049970102,41049
Amazon Web Services,osm,45.852239,-119.629901,41049970102,41049
Amazon Web Services,osm,45.850881,-119.630524,41049970102,41049
BNY Mellon Somerset,osm,40.535869,-74.553432,34035053501,34035
DC Blox Chattanooga,osm,35.03155,-85.297252,47065002000,47065
Compugen New Albany,osm,40.104599,-82.804912,39049007213,39049
Compugen New Albany,osm,40.103713,-82.808903,39049007213,39049
Amazon Web Services,osm,45.840444,-119.654979,41049970101,41049
Amazon Web Services,osm,45.917448,-119.267734,41059950800,41059
Switch Las Vegas 11,osm,36.055885,-115.214137,32003002981,32003
Amazon Web Services,osm,45.841373,-119.657932,41049970101,41049
Amazon Web Services,osm,45.839826,-119.653894,41049970102,41049
Digital Realty ACC7,osm,39.017472,-77.465675,51107611006,51107
Digital Realty ACC9,osm,39.015433,-77.467373,51107611020,51107
Expedient Milwaukee,osm,42.863142,-87.977876,55079187200,55079
Amazon Web Services,osm,38.779381,-77.541725,51153901409,51153
Amazon Web Services,osm,40.061152,-83.135173,39049007922,39049
Iron Mountain AZP-2,osm,33.452157,-111.977294,04013111203,04013
Amazon Web Services,osm,45.913882,-119.267651,41059950800,41059
Amazon Web Services,osm,45.841174,-119.655449,41049970101,41049
Amazon Web Services,osm,45.853786,-119.630036,41049970102,41049
Amazon Web Services,osm,45.846655,-119.603709,41049970102,41049
Amazon Web Services,osm,45.797809,-119.366616,41059951100,41059
T5 Charlotte Campus,osm,35.250425,-81.395039,37045950601,37045
Amazon Web Services,osm,40.102573,-83.199698,39049006240,39049
Amazon Web Services,osm,40.103587,-83.199764,39049006240,39049
Vantage Montreal II,osm,45.474637,-73.800069,,
Compass Data Center,osm,32.538767,-96.804459,48139060206,48139
STACK Chicago CHI01,osm,42.006856,-87.965177,17031770300,17031
Amazon Web Services,osm,40.060147,-83.134907,39049007922,39049
Amazon Web Services,osm,45.837924,-119.688354,41049970101,41049
Amazon Web Services,osm,45.83754,-119.693129,41049970101,41049
Amazon Web Services,osm,45.846655,-119.605645,41049970102,41049
Travelers Insurance,osm,41.127872,-96.145071,31153010629,31153
Amazon Web Services,osm,40.059325,-83.134606,39049007922,39049
Amazon Web Services,osm,40.058309,-83.134091,39049007922,39049
Amazon Web Services,osm,40.06078,-83.132753,39049007922,39049
Switch Las Vegas 10,osm,36.055586,-115.223061,32003002981,32003
Amazon Web Services,osm,38.946539,-77.522188,51107611812,51107
Amazon Web Services,osm,38.780152,-77.539884,51153901409,51153
Amazon Web Services,osm,38.778451,-77.539427,51153901409,51153
Amazon Web Services,osm,38.779342,-77.542896,51153901409,51153
Amazon Web Services,osm,38.743052,-77.533375,51153901409,51153
Amazon Web Services,osm,38.99585,-77.471294,51107611020,51107
Amazon Web Services,osm,38.996604,-77.47326,51107611020,51107
Amazon Web Services,osm,45.846668,-119.607039,41049970102,41049
Amazon Web Services,osm,45.846754,-119.609062,41049970102,41049
Amazon Web Services,osm,45.83655,-119.689874,41049970101,41049
Amazon Web Services,osm,38.744287,-77.533332,51153901409,51153
T5@Colorado Springs,osm,38.78616,-104.788583,08041004501,08041
Amazon Web Services,osm,39.016745,-77.452006,51107611006,51107
Amazon Web Services,osm,39.015885,-77.45314,51107611006,51107
Amazon Web Services,osm,38.979563,-77.417491,51107611702,51107
Aligned DC - PDX-01,osm,45.554059,-122.949251,41067032603,41067
Amazon Web Services,osm,45.901451,-119.320522,41059950900,41059
Amazon Web Services,osm,45.902766,-119.320492,41059950900,41059
Amazon Web Services,osm,45.903854,-119.320477,41059950900,41059
Amazon Web Services,osm,45.9051,-119.320145,41059950900,41059
Amazon Web Services,osm,45.847608,-119.602775,41049970102,41049
Amazon Web Services,osm,45.915723,-119.26997,41059950800,41059
Amazon Web Services,osm,40.101767,-83.199583,39049006240,39049
Amazon Web Services,osm,40.100768,-83.199475,39049006240,39049
Amazon Web Services,osm,40.099786,-83.199264,39049006240,39049
Amazon Web Services,osm,38.979147,-77.419905,51107611702,51107
Amazon Web Services,osm,38.949149,-77.523594,51107611812,51107
Amazon Web Services,osm,45.836192,-119.694055,41049970101,41049
Amazon Web Services,osm,38.904344,-77.452469,51059490104,51059
Amazon Web Services,osm,38.904837,-77.45475,51059490104,51059
Amazon Web Services,osm,38.915903,-77.490551,51107611804,51107
Amazon Web Services,osm,38.914991,-77.490974,51107611804,51107
Amazon Web Services,osm,40.093434,-82.732167,39089755601,39089
Amazon Web Services,osm,40.092168,-82.727548,39089755601,39089
Amazon Web Services,osm,40.092961,-82.726511,39089755601,39089
Amazon Web Services,osm,40.116261,-83.201389,39159050601,39159
Amazon Web Services,osm,40.119031,-83.200244,39159050601,39159
Amazon Web Services,osm,40.049354,-83.175465,39049007961,39049
Amazon Web Services,osm,40.047898,-83.177549,39049007961,39049
Amazon Web Services,osm,45.858747,-119.605083,41049970102,41049
Amazon Web Services,osm,45.860076,-119.605123,41049970102,41049
Amazon Web Services,osm,45.860968,-119.60514,41049970102,41049
Amazon Web Services,osm,45.84147,-119.651786,41049970102,41049
Amazon Web Services,osm,45.920638,-119.23182,41059950800,41059
Amazon Web Services,osm,45.920641,-119.229982,41059950800,41059
Amazon Web Services,osm,45.797775,-119.361968,41059951100,41059
Amazon Web Services,osm,45.799157,-119.366661,41059951100,41059
Amazon Web Services,osm,38.746153,-77.517223,51153901409,51153
Amazon Web Services,osm,38.921305,-77.485801,51107611804,51107
Amazon Web Services,osm,38.995088,-77.471078,51107611020,51107
Amazon Web Services,osm,38.947374,-77.520238,51107611812,51107
Amazon Web Services,osm,38.983585,-77.417515,51107611702,51107
Amazon Web Services,osm,38.802884,-77.622122,51153901507,51153
Amazon Web Services,osm,38.745134,-77.533101,51153901409,51153
Amazon Web Services,osm,38.814593,-77.654319,51153901509,51153
Amazon Web Services,osm,38.816971,-77.652153,51153901509,51153
Amazon Web Services,osm,40.134181,-83.215841,39159050601,39159
Amazon Web Services,osm,45.920594,-119.228788,41059950800,41059
Amazon Web Services,osm,45.920571,-119.227005,41059950800,41059
Amazon Web Services,osm,45.919531,-119.226098,41059950800,41059
Amazon Web Services,osm,45.882512,-119.341642,41059950900,41059
Amazon Web Services,osm,45.862248,-119.605128,41049970102,41049
Amazon Web Services,osm,45.858044,-119.604851,41049970102,41049
Amazon Web Services,osm,45.840685,-119.65131,41049970102,41049
Amazon Web Services,osm,45.81993,-119.632086,41049970101,41049
Amazon Web Services,osm,38.801862,-77.621212,51153901507,51153
Amazon Web Services,osm,38.80125,-77.620476,51153901507,51153
Stream Data Centers,osm,32.983624,-96.654263,48113019042,48113
Equinix Ashburn DC6,osm,39.015197,-77.459534,51107611006,51107
Equinix Ashburn DC4,osm,39.01644,-77.461954,51107611006,51107
Switch Las Vegas 12,osm,36.057992,-115.210328,32003002979,32003
Nautilus Cryptomine,osm,41.082625,-76.151419,42079216100,42079
Amazon Web Services,osm,38.922767,-77.427872,51059482505,51059
Amazon Web Services,osm,38.921124,-77.426543,51059482505,51059
Amazon Web Services,osm,38.922711,-77.426304,51059482505,51059
Iron Mountain AZP-1,osm,33.454726,-111.976218,04013111203,04013
Amazon Web Services,osm,45.879527,-119.341626,41059950900,41059
Amazon Web Services,osm,45.88253,-119.339693,41059950900,41059
Amazon Web Services,osm,40.102426,-82.750141,39089755601,39089
Amazon Web Services,osm,40.101955,-82.751912,39089755601,39089
Amazon Web Services,osm,40.094226,-82.732111,39089755601,39089
Amazon Web Services,osm,40.094397,-82.729279,39089755601,39089
Amazon Web Services,osm,40.095495,-82.732005,39089755601,39089
Amazon Web Services,osm,40.135789,-83.212641,39159050601,39159
Amazon Web Services,osm,40.120064,-83.199319,39159050601,39159
Amazon Web Services,osm,40.119299,-83.203226,39159050601,39159
Amazon Web Services,osm,40.118118,-83.202522,39159050601,39159
Amazon Web Services,osm,40.05018,-83.175516,39049007961,39049
Amazon Web Services,osm,40.051522,-83.175715,39049007961,39049
Amazon Web Services,osm,40.016419,-83.125852,39049007931,39049
Amazon Web Services,osm,40.021013,-83.12602,39049007931,39049
Amazon Web Services,osm,45.851731,-119.619661,41049970102,41049
Amazon Web Services,osm,45.853095,-119.61968,41049970102,41049
Amazon Web Services,osm,45.818711,-119.632008,41049970101,41049
Amazon Web Services,osm,45.818702,-119.636263,41049970101,41049
Amazon Web Services,osm,45.819949,-119.636272,41049970101,41049
Amazon Web Services,osm,45.809634,-119.268611,41059951202,41059
Amazon Web Services,osm,45.808277,-119.268616,41059951202,41059
Amazon Web Services,osm,45.799015,-119.361727,41059951100,41059
Amazon Web Services,osm,45.799683,-119.358424,41059951100,41059
Amazon Web Services,osm,45.797752,-119.358925,41059951100,41059
Switch Las Vegas 14,osm,36.065208,-115.222045,32003002979,32003
Compass Data Center,osm,32.545504,-96.802207,48139060206,48139
Compass Data Center,osm,32.544192,-96.802189,48139060206,48139
Compass Data Center,osm,32.542899,-96.802194,48139060206,48139
Compass Data Center,osm,32.541589,-96.802207,48139060206,48139
Compass Data Center,osm,32.540276,-96.80222,48139060206,48139
Compass Data Center,osm,32.542676,-96.793719,48139060206,48139
Compass Data Center,osm,32.543994,-96.793719,48139060206,48139
Compass Data Center,osm,32.545299,-96.793756,48139060206,48139
Compass Data Center,osm,32.543961,-96.788398,48139060206,48139
Compass Data Center,osm,32.545292,-96.788382,48139060206,48139
Amazon Web Services,osm,38.923119,-77.424977,51059482505,51059
Alinged Data Center,osm,32.549823,-97.074855,48439111314,48439
Edged Chicago ORD01,osm,41.806931,-88.241097,17043846409,17043
Amazon Web Services,osm,45.853876,-119.619726,41049970102,41049
Amazon Web Services,osm,45.855234,-119.619727,41049970102,41049
Amazon Web Services,osm,45.811745,-119.268665,41059951202,41059
Amazon Web Services,osm,45.811229,-119.27825,41059951202,41059
Crane DC - Portland,osm,45.514787,-123.078828,41067032903,41067
Barclays Datacenter,osm,40.643789,-74.285448,34039037300,34039
SDSU Computer Room,osm,32.775025,-117.070888,06073002801,06073
Rack59 Data Center,osm,35.467205,-97.649745,40109106912,40109
Flexential Raleigh,osm,35.850528,-78.829143,37183053609,37183
Secure Data Center,osm,34.093706,-84.250878,13121011652,13121
Edgeconnex Toronto,osm,43.809286,-79.342588,,
Rogers Data Center,osm,43.844291,-79.364859,,
Digital Realty CH1,osm,41.994241,-87.961935,17031770300,17031
Switch Las Vegas 7,osm,36.059919,-115.210197,32003002979,32003
Telehouse Teleport,osm,40.607037,-74.174905,36085029105,36085
Cogent Data Center,osm,33.400219,-112.047879,04013115900,04013
Alpheus DataCenter,osm,30.261053,-97.722122,48453000902,48453
LightEdge Austin I,osm,30.214297,-97.712667,48453002313,48453
Evocative Secaucus,osm,40.787552,-74.06805,34017019900,34017
Kaiser Data Center,osm,38.254065,-122.273092,06055201005,06055
Data Center Lenexa,osm,38.925164,-94.770316,20091980001,20091
Lowe's Data Center,osm,29.472854,-98.689575,48029171912,48029
Google Data Center,osm,33.354139,-111.676427,04013422654,04013
Cloud Storage Corp,osm,38.872132,-99.300187,20051072701,20051
Switch Las Vegas 8,osm,36.057834,-115.214258,32003002979,32003
Switch Las Vegas 9,osm,36.055707,-115.219628,32003002981,32003
Genome Data Center,osm,38.636552,-90.255436,29510119101,29510
365 Bridgewater NJ,osm,40.581484,-74.573887,34035050902,34035
Google Data Center,osm,39.052633,-77.539573,51107611004,51107
Digital Realty CH3,osm,41.994353,-87.964942,17031770300,17031
Digital Realty CH2,osm,41.994533,-87.957751,17031770500,17031
Google Data Center,osm,38.943321,-77.526164,51107611812,51107
Skybox Houston One,osm,29.802893,-95.755339,48201542901,48201
Switch Data Center,osm,33.755025,-84.587269,13097080105,13097
Iron Mountain VA-2,osm,38.777237,-77.545997,51153901409,51153
Iron Mountain VA-1,osm,38.777963,-77.547101,51153901409,51153
Switch Las Vegas 4,osm,36.143646,-115.076779,32003001615,32003
Switch Las Vegas 5,osm,36.142764,-115.076696,32003001615,32003
QTS San Antonio II,osm,29.449157,-98.653126,48029171923,48029
Iron Mountain VA-3,osm,38.775547,-77.54515,51153901409,51153
Iron Mountain VA-4,osm,38.774415,-77.54223,51153901409,51153
Iron Mountain VA-5,osm,38.773028,-77.541185,51153901409,51153
Iron Mountain VA-6,osm,38.768143,-77.538648,51153901409,51153
NTT PH1 Datacenter,osm,33.353666,-111.612411,04013422643,04013
TikTok Data Center,osm,39.044254,-77.537958,51107611028,51107
Vantage Building 1,osm,40.102498,-82.746952,39089755601,39089
Vantage Building 2,osm,40.10053,-82.747119,39089755601,39089
Vantage Building 3,osm,40.098762,-82.747245,39089755601,39089
Google Data Center,osm,35.895147,-81.546278,37027030300,37027
Prime Santa Clara,osm,37.366662,-121.962865,06085505202,06085
Lumen Sunnyvale 1,osm,37.373469,-121.9878,06085508708,06085
QTS Santa Clara 1,osm,37.393986,-121.978321,06085505010,06085
QTS Santa Clara 2,osm,37.392731,-121.978428,06085505010,06085
Lincoln Rackhouse,osm,41.772103,-88.217082,17043846507,17043
Molina Healthcare,osm,34.995452,-106.618033,35001004001,35001
Lumen Santa Clara,osm,37.377033,-121.952059,06085505202,06085
Prime Santa Clara,osm,37.375017,-121.95325,06085505202,06085
The Seattle Times,osm,47.618954,-122.336531,53033007303,53033
Segra Data Center,osm,35.724992,-78.662363,37183053009,37183
Centersquare IAD3,osm,38.980929,-77.444379,51107611020,51107
Yahoo Data Center,osm,47.246761,-119.826616,53025010500,53025
Golds Gym Ashburn,osm,39.015603,-77.483284,51107611019,51107
Apple Data Center,osm,33.347033,-111.604142,04013422647,04013
Adobe Data Center,osm,45.550197,-122.931673,41067032608,41067
Serverfarm - LAX1,osm,33.921742,-118.386459,06037980013,06037
Google - Thornton,osm,39.922465,-104.983425,08001008555,08001
QTS Ashburn-Moran,osm,38.994222,-77.448201,51107611020,51107
CyrusOne Somerset,osm,40.537962,-74.545722,34035053501,34035
Cyxtera Tampa TP1,osm,27.945535,-82.351102,12057013315,12057
GoDaddy - Gilbert,osm,33.361931,-111.83929,04013422307,04013
Allentown-TekPark,osm,40.544255,-75.654369,42077006205,42077
Stream Chicago II,osm,41.999124,-87.957765,17031770500,17031
amnet Data Center,osm,41.091785,-73.516673,09001020900,09001
Digital Crossroad,osm,41.707417,-87.520233,18089020300,18089
PowerHouse CTP-02,osm,37.360586,-77.325687,51041100403,51041
Frontier Science,osm,42.990201,-78.812384,36029009200,36029
TulsaConnect DC3,osm,36.099474,-95.838283,40143009008,40143
H5 DC - Portland,osm,45.53169,-122.683765,41051005001,41051
Equinix Infomart,osm,32.800953,-96.819523,48113010001,48113
EdgeConneX CHI01,osm,42.000775,-87.950769,17031770500,17031
COPT Data Center,osm,38.74731,-77.531826,51153901409,51153
Evoque Allen DA1,osm,33.095083,-96.683788,48085031510,48085
33 Thomas Street,osm,40.716521,-74.005902,36061003300,36061
CoreSpace Dallas,osm,32.817551,-96.873071,48113010003,48113
Lumen Norristown,osm,40.127067,-75.408659,42091206006,42091
CSSNW Bellingham,osm,48.75726,-122.480548,53073000502,53073
EdgeConneX CHI02,osm,42.001495,-87.952562,17031770500,17031
VISA Data Center,osm,39.048766,-77.445397,51107611015,51107
Skybox Chicago I,osm,41.993661,-87.973521,17031770300,17031
Element Critical,osm,30.342803,-97.696174,48453040300,48453
NYSE Data Center,osm,41.078316,-74.152912,34003032103,34003
ADP South Dakota,osm,43.599914,-96.794757,46099010405,46099
CyrusOne Norwalk,osm,41.113092,-73.388649,09001044300,09001
Rice Data Center,osm,29.658145,-95.443312,48201420200,48201
STACK New Albany,osm,40.106301,-82.800762,39049007213,39049
BB&T Data Center,osm,35.839336,-78.328135,37183054304,37183
